gene,CID,np_score
Mme,44377139,0.0100000046110921
Mme,44376704,0.0100000046110921
Mme,44376881,0.0100000046110921
Mme,44376661,0.0100000046110921
Mme,44376665,0.0100000046110921
Mme,44376922,0.0100000046110921
Mme,44304834,0.0100000046110921
Mme,4369380,0.0100000046110921
Mme,44307030,0.0100000046110921
Mme,44306905,0.0100000046110921
Mme,7059511,0.0100000046110921
Mme,19930853,0.0100000046110921
Mme,19930853,0.0100000046110921
Mme,44349654,0.0100000046110921
Mme,9953426,0.0100000046110921
Mme,15199910,0.0100000046110921
Mme,15199908,0.0100000046110921
Mme,15221208,0.0100000046110921
Mme,15221210,0.0100000046110921
Mme,445114,0.0100000046110921
Mme,9829399,0.0100000046110921
Mme,10346429,0.0100000046110921
Mme,15580536,0.0100000046110921
Mme,44295658,0.0100000046110921
Mme,9998020,0.0100000046110921
Mme,44295637,0.0100000046110921
Mme,44295334,0.0100000046110921
Mme,44295509,0.0100000046110921
Mme,44295650,0.0100000046110921
Mme,44295524,0.0100000046110921
Mme,44295542,0.0100000046110921
Mme,44295333,0.0100000046110921
Mme,44295644,0.0100000046110921
Mme,44295573,0.0100000046110921
Mme,44295231,0.0100000046110921
Mme,44295613,0.0100000046110921
Mme,10736596,0.0100000046110921
Mme,44295682,0.0100000046110921
Mme,14390729,0.0100000046110921
Mme,44295531,0.0100000046110921
Mme,44295241,0.0100000046110921
Mme,44295701,0.0100000046110921
Mme,44295525,0.0100000046110921
Mme,44093,0.0100000046110921
Mme,44295683,0.0100000046110921
Mme,44323123,0.0100000046110921
Mme,44323191,0.0100000046110921
Mme,44323192,0.0100000046110921
Mme,3132,0.0100000046110921
Mme,9822849,0.0100000046110921
Mme,44323101,0.0100000046110921
Mme,44323289,0.0100000046110921
Mme,44323100,0.0100000046110921
Mme,44323117,0.0100000046110921
Mme,9820016,0.0100000046110921
Mme,44283379,0.0100000046110921
Mme,44375265,0.0100000046110921
Mme,44374993,0.0100000046110921
Mme,44374999,0.0100000046110921
Mme,44375045,0.0100000046110921
Mme,44374967,0.0100000046110921
Mme,44375007,0.0100000046110921
Mme,44374786,0.0100000046110921
Mme,44374887,0.0100000046110921
Mme,3132,0.0100000046110921
Mme,44374846,0.0100000046110921
Mme,91934441,0.0100000046110921
Mme,91934445,0.0100000046110921
Mme,91934449,0.0100000046110921
Mme,445114,0.0100000046110921
Mme,9810328,0.0100000046110921
Mme,22857948,0.0100000046110921
Mme,44372795,0.0100000046110921
Mme,76808,0.0100000046110921
Mme,44373026,0.0100000046110921
Mme,133606,0.0100000046110921
Mme,7010595,0.0100000046110921
Mme,44373009,0.0100000046110921
Mme,10131193,0.0100000046110921
Mme,13242800,0.0100000046110921
Mme,13242794,0.0100000046110921
Mme,44270983,0.0100000046110921
Mme,124786,0.0100000046110921
Mme,3132,0.0100000046110921
Mme,20142127,0.0100000046110921
Mme,20142156,0.0100000046110921
Mme,13178368,0.0100000046110921
Mme,13242806,0.0100000046110921
Mme,13242802,0.0100000046110921
Mme,13242798,0.0100000046110921
Mme,20142149,0.0100000046110921
Mme,10402181,0.0100000046110921
Mme,20142145,0.0100000046110921
Mme,20142118,0.0100000046110921
Mme,44270941,0.0100000046110921
Mme,44318443,0.0100000046110921
Mme,44318469,0.0100000046110921
Mme,14557699,0.0100000046110921
Mme,14557734,0.0100000046110921
Mme,14557712,0.0100000046110921
Mme,44318696,0.0100000046110921
Mme,14557724,0.0100000046110921
Mme,91928939,0.0100000046110921
Mme,91928940,0.0100000046110921
Mme,91928941,0.0100000046110921
Mme,445114,0.0100000046110921
Mme,91928942,0.0100000046110921
Mme,91928943,0.0100000046110921
Mme,91928944,0.0100000046110921
Mme,44318462,0.0100000046110921
Mme,3132,0.0100000046110921
Mme,14557666,0.0100000046110921
Mme,14557749,0.0100000046110921
Mme,14557691,0.0100000046110921
Mme,14557694,0.0100000046110921
Mme,44318470,0.0100000046110921
Mme,44318536,0.0100000046110921
Mme,44349922,0.0100000046110921
Mme,44349915,0.0100000046110921
Mme,44349893,0.0100000046110921
Mme,44349713,0.0100000046110921
Mme,44349891,0.0100000046110921
Mme,44349694,0.0100000046110921
Mme,19930846,0.0100000046110921
Mme,44350014,0.0100000046110921
Mme,19930818,0.0100000046110921
Mme,44364972,0.0100000046110921
Mme,18984367,0.0100000046110921
Mme,44364937,0.0100000046110921
Mme,10003027,0.0100000046110921
Mme,10047744,0.0100000046110921
Mme,14855950,0.0100000046110921
Mme,9866029,0.0100000046110921
Mme,19094296,0.0100000046110921
Mme,44387607,0.0100000046110921
Mme,10254661,0.0100000046110921
Mme,44365085,0.0100000046110921
Mme,10046016,0.0100000046110921
Mme,10363949,0.0100000046110921
Mme,19094325,0.0100000046110921
Mme,445114,0.0100000046110921
Mme,3132,0.0100000046110921
Mme,14855943,0.0100000046110921
Mme,19094394,0.0100000046110921
Mme,44364970,0.0100000046110921
Mme,44364959,0.0100000046110921
Mme,10525622,0.0100000046110921
Mme,10671112,0.0100000046110921
Mme,10572957,0.0100000046110921
Mme,10738561,0.0100000046110921
Mme,10785122,0.0100000046110921
Mme,10596751,0.0100000046110921
Mme,9822726,0.0100000046110921
Mme,10740925,0.0100000046110921
Mme,11743486,0.0100000046110921
Mme,44364646,0.0100000046110921
Mme,10575777,0.0100000046110921
Mme,10573407,0.0100000046110921
Mme,3132,0.0100000046110921
Mme,10837528,0.0100000046110921
Mme,10788371,0.0100000046110921
Mme,10810589,0.0100000046110921
Mme,15234990,0.0100000046110921
Mme,9912484,0.0100000046110921
Mme,9800134,0.0100000046110921
Mme,10836084,0.0100000046110921
Mme,445114,0.0100000046110921
Mme,10787059,0.0100000046110921
Mme,10764619,0.0100000046110921
Mme,9838786,0.0100000046110921
Mme,9816867,0.0100000046110921
Mme,10493383,0.0100000046110921
Mme,10854279,0.0100000046110921
Mme,10565532,0.0100000046110921
Mme,44342309,0.0100000046110921
Mme,44342229,0.0100000046110921
Mme,4369380,0.0100000046110921
Mme,44342310,0.0100000046110921
Mme,44364400,0.0100000046110921
Mme,10645007,0.0100000046110921
Mme,44364476,0.0100000046110921
Mme,10622593,0.0100000046110921
Mme,9863167,0.0100000046110921
Mme,10650987,0.0100000046110921
Mme,44364533,0.0100000046110921
Mme,44364676,0.0100000046110921
Mme,44364643,0.0100000046110921
Mme,445114,0.0100000046110921
Mme,44364381,0.0100000046110921
Mme,44364412,0.0100000046110921
Mme,3132,0.0100000046110921
Mme,44364333,0.0100000046110921
Mme,44364547,0.0100000046110921
Mme,44364478,0.0100000046110921
Mme,9806479,0.0100000046110921
Mme,44364386,0.0100000046110921
Mme,132968,0.0100000046110921
Mme,10813470,0.0100000046110921
Mme,44364478,0.0100000046110921
Mme,10601571,0.0100000046110921
Mme,10623498,0.0100000046110921
Mme,44364366,0.0100000046110921
Mme,44364476,0.0100000046110921
Mme,44364366,0.0100000046110921
Mme,10426451,0.0100000046110921
Mme,11797221,0.0100000046110921
Mme,44364595,0.0100000046110921
Mme,44364333,0.0100000046110921
Mme,44364534,0.0100000046110921
Mme,44364365,0.0100000046110921
Mme,2834684,0.0100000046110921
Mme,2828749,0.0100000046110921
Mme,445114,0.0100000046110921
Mme,91932610,0.0100000046110921
Mme,2828746,0.0100000046110921
Mme,44309743,0.0100000046110921
Mme,15380813,0.0100000046110921
Mme,44309744,0.0100000046110921
Mme,44309782,0.0100000046110921
Mme,44310014,0.0100000046110921
Mme,44309712,0.0100000046110921
Mme,44309711,0.0100000046110921
Mme,15380810,0.0100000046110921
Mme,44309768,0.0100000046110921
Mme,44309927,0.0100000046110921
Mme,15380822,0.0100000046110921
Mme,44310142,0.0100000046110921
Mme,15380823,0.0100000046110921
Mme,44310011,0.0100000046110921
Mme,44310028,0.0100000046110921
Mme,44309926,0.0100000046110921
Mme,44310030,0.0100000046110921
Mme,44309767,0.0100000046110921
Mme,10364118,0.0100000046110921
Mme,44377613,0.0100000046110921
Mme,44377540,0.0100000046110921
Mme,44377612,0.0100000046110921
Mme,10363242,0.0100000046110921
Mme,44377567,0.0100000046110921
Mme,44287297,0.0100000046110921
Mme,44287022,0.0100000046110921
Mme,10408079,0.0100000046110921
Mme,10810649,0.0100000046110921
Mme,10738307,0.0100000046110921
Mme,9998020,0.0100000046110921
Mme,656629,0.0100000046110921
Mme,10739269,0.0100000046110921
Mme,10613145,0.0100000046110921
Mme,122116,0.0100000046110921
Alpl,5722,0.0100000006666216
Alpl,12512356,0.0100000006666216
Pde2a,2409032,0.0100017284064708
Pde2a,2802078,0.0100017284064708
Pde2a,3257208,0.0100017284064708
Pde2a,2052828,0.0100017284064708
Pde2a,2155145,0.0100017284064708
Pde2a,3403301,0.0100017284064708
Pde2a,2052838,0.0100017284064708
Pde2a,2155273,0.0100017284064708
Pde2a,5092,0.0100017284064708
Pde2a,5212,0.0100017284064708
Pde2a,44331802,0.0100017284064708
Pde2a,5723,0.0100017284064708
Pde2a,2753,0.0100017284064708
Pde2a,921562,0.0100017284064708
Pde2a,2573787,0.0100017284064708
Pde2a,9819114,0.0100017284064708
Pde2a,11725859,0.0100017284064708
Pde2a,9841186,0.0100017284064708
Pde2a,780643,0.0100017284064708
Pde2a,667555,0.0100017284064708
Pde2a,10266864,0.0100017284064708
Pde2a,5722,0.0100017284064708
Pde2a,10314633,0.0100017284064708
Pde2a,5722,0.0100017284064708
Pde2a,44272133,0.0100017284064708
Pde2a,44272102,0.0100017284064708
Pde2a,44272103,0.0100017284064708
Pde2a,44272068,0.0100017284064708
Pde2a,5087,0.0100017284064708
Pde2a,133942,0.0100017284064708
Pde2a,44272083,0.0100017284064708
Pde2a,44272273,0.0100017284064708
Pde2a,44272067,0.0100017284064708
Pde2a,14005,0.0100017284064708
Pde2a,44272081,0.0100017284064708
Pde2a,97332,0.0100017284064708
Pde2a,5280343,0.0100017284064708
Pde2a,10264205,0.0100017284064708
Dpp4,76167485,0.0100000009911415
Dpp4,76167527,0.0100000009911415
Dpp4,76167613,0.0100000009911415
Dpp4,76167612,0.0100000009911415
Dpp4,76167811,0.0100000009911415
Dpp4,76167885,0.0100000009911415
Dpp4,76167959,0.0100000009911415
Dpp4,5251896,0.0100000009911415
Dpp4,11306691,0.0100000009911415
Dpp4,46209133,0.0100000009911415
Dpp4,10969177,0.0100000009911415
Dpp4,11075394,0.0100000009911415
Dpp4,9796290,0.0100000009911415
Dpp4,10969177,0.0100000009911415
Dpp4,9796290,0.0100000009911415
Dpp4,11075394,0.0100000009911415
Dpp4,11077541,0.0100000009911415
Dpp4,10109454,0.0100000009911415
Dpp4,44400473,0.0100000009911415
Dpp4,44400625,0.0100000009911415
Dpp4,18391459,0.0100000009911415
Dpp4,44400555,0.0100000009911415
Dpp4,44400445,0.0100000009911415
Dpp4,44400504,0.0100000009911415
Dpp4,9821205,0.0100000009911415
Dpp4,44400588,0.0100000009911415
Dpp4,44400535,0.0100000009911415
Dpp4,11163434,0.0100000009911415
Dpp4,9796290,0.0100000009911415
Dpp4,44400485,0.0100000009911415
Dpp4,44400574,0.0100000009911415
Dpp4,44400462,0.0100000009911415
Dpp4,44400547,0.0100000009911415
Dpp4,44400447,0.0100000009911415
Dpp4,44400450,0.0100000009911415
Dpp4,11381416,0.0100000009911415
Dpp4,44439340,0.0100000009911415
Dpp4,44439326,0.0100000009911415
Dpp4,44439330,0.0100000009911415
Dpp4,44439336,0.0100000009911415
Dpp4,44439337,0.0100000009911415
Dpp4,44439324,0.0100000009911415
Dpp4,16739329,0.0100000009911415
Dpp4,44439344,0.0100000009911415
Dpp4,44439338,0.0100000009911415
Dpp4,44422449,0.0100000009911415
Dpp4,44439339,0.0100000009911415
Dpp4,44439325,0.0100000009911415
Dpp4,44439329,0.0100000009911415
Dpp4,44439345,0.0100000009911415
Dpp4,44439341,0.0100000009911415
Dpp4,44439331,0.0100000009911415
Dpp4,44439332,0.0100000009911415
Dpp4,44439327,0.0100000009911415
Dpp4,44439335,0.0100000009911415
Dpp4,44439354,0.0100000009911415
Dpp4,44439346,0.0100000009911415
Dpp4,44439353,0.0100000009911415
Dpp4,44439348,0.0100000009911415
Dpp4,44439342,0.0100000009911415
Dpp4,44439333,0.0100000009911415
Dpp4,44439334,0.0100000009911415
Dpp4,44439343,0.0100000009911415
Dpp4,44439347,0.0100000009911415
Dpp4,44439350,0.0100000009911415
Dpp4,44439328,0.0100000009911415
Dpp4,44431316,0.0100000009911415
Dpp4,11516136,0.0100000009911415
Dpp4,15953860,0.0100000009911415
Dpp4,53353383,0.0100000009911415
Dpp4,53354470,0.0100000009911415
Dpp4,53354365,0.0100000009911415
Dpp4,4369359,0.0100000009911415
Dpp4,53353383,0.0100000009911415
Dpp4,53354365,0.0100000009911415
Dpp4,53354369,0.0100000009911415
Dpp4,4369359,0.0100000009911415
Dpp4,53354369,0.0100000009911415
Dpp4,53354470,0.0100000009911415
Dpp4,44393732,0.0100000009911415
Dpp4,44393733,0.0100000009911415
Dpp4,44393982,0.0100000009911415
Dpp4,44393983,0.0100000009911415
Dpp4,44393881,0.0100000009911415
Dpp4,44393987,0.0100000009911415
Dpp4,44393958,0.0100000009911415
Dpp4,44393933,0.0100000009911415
Dpp4,44394062,0.0100000009911415
Dpp4,11403745,0.0100000009911415
Dpp4,44394082,0.0100000009911415
Dpp4,44394020,0.0100000009911415
Dpp4,44393985,0.0100000009911415
Dpp4,44393994,0.0100000009911415
Dpp4,44394085,0.0100000009911415
Dpp4,44393986,0.0100000009911415
Dpp4,44393733,0.0100000009911415
Dpp4,44393880,0.0100000009911415
Dpp4,44393931,0.0100000009911415
Dpp4,44393857,0.0100000009911415
Dpp4,44394059,0.0100000009911415
Dpp4,44393880,0.0100000009911415
Dpp4,11372571,0.0100000009911415
Dpp4,44389798,0.0100000009911415
Dpp4,44389762,0.0100000009911415
Dpp4,44389756,0.0100000009911415
Dpp4,44389931,0.0100000009911415
Dpp4,44389841,0.0100000009911415
Dpp4,44389926,0.0100000009911415
Dpp4,44389855,0.0100000009911415
Dpp4,44389859,0.0100000009911415
Dpp4,44389898,0.0100000009911415
Dpp4,44389834,0.0100000009911415
Dpp4,44389918,0.0100000009911415
Dpp4,44389779,0.0100000009911415
Dpp4,11990640,0.0100000009911415
Dpp4,44389817,0.0100000009911415
Dpp4,44389786,0.0100000009911415
Dpp4,44422417,0.0100000009911415
Dpp4,44422523,0.0100000009911415
Dpp4,44422443,0.0100000009911415
Dpp4,44422514,0.0100000009911415
Dpp4,44422513,0.0100000009911415
Dpp4,44422445,0.0100000009911415
Dpp4,44422498,0.0100000009911415
Dpp4,16126742,0.0100000009911415
Dpp4,44422518,0.0100000009911415
Dpp4,44422475,0.0100000009911415
Dpp4,44422528,0.0100000009911415
Dpp4,44422418,0.0100000009911415
Dpp4,44422486,0.0100000009911415
Dpp4,44422476,0.0100000009911415
Dpp4,44422440,0.0100000009911415
Dpp4,44422485,0.0100000009911415
Dpp4,44422444,0.0100000009911415
Dpp4,44422419,0.0100000009911415
Dpp4,44422522,0.0100000009911415
Dpp4,44422526,0.0100000009911415
Dpp4,44422509,0.0100000009911415
Dpp4,44422477,0.0100000009911415
Dpp4,44422496,0.0100000009911415
Dpp4,44422519,0.0100000009911415
Dpp4,44422525,0.0100000009911415
Dpp4,44422439,0.0100000009911415
Dpp4,44422448,0.0100000009911415
Dpp4,44422507,0.0100000009911415
Dpp4,44422497,0.0100000009911415
Dpp4,44422487,0.0100000009911415
Dpp4,44422527,0.0100000009911415
Dpp4,44422508,0.0100000009911415
Dpp4,4369359,0.0100000009911415
Dpp4,24777692,0.0100000009911415
Dpp4,11524392,0.0100000009911415
Dpp4,11574694,0.0100000009911415
Dpp4,11603627,0.0100000009911415
Dpp4,11531612,0.0100000009911415
Dpp4,44455959,0.0100000009911415
Dpp4,44455993,0.0100000009911415
Dpp4,11508839,0.0100000009911415
Dpp4,44456000,0.0100000009911415
Dpp4,44456030,0.0100000009911415
Dpp4,44456032,0.0100000009911415
Dpp4,11581644,0.0100000009911415
Dpp4,44456148,0.0100000009911415
Dpp4,44456147,0.0100000009911415
Dpp4,11669357,0.0100000009911415
Dpp4,11690566,0.0100000009911415
Dpp4,44455961,0.0100000009911415
Dpp4,44456002,0.0100000009911415
Dpp4,11632256,0.0100000009911415
Dpp4,11501743,0.0100000009911415
Dpp4,15948988,0.0100000009911415
Dpp4,11372571,0.0100000009911415
Dpp4,11403745,0.0100000009911415
Dpp4,44590649,0.0100000009911415
Dpp4,11163434,0.0100000009911415
Dpp4,9821205,0.0100000009911415
Dpp4,9928326,0.0100000009911415
Dpp4,10271081,0.0100000009911415
Dpp4,10270831,0.0100000009911415
Dpp4,9928326,0.0100000009911415
Dpp4,10271081,0.0100000009911415
Dpp4,10270831,0.0100000009911415
Dpp4,16739329,0.0100000009911415
Dpp4,66560524,0.0100000009911415
Dpp4,66560608,0.0100000009911415
Dpp4,66560609,0.0100000009911415
Dpp4,66560610,0.0100000009911415
Dpp4,66560611,0.0100000009911415
Dpp4,66560612,0.0100000009911415
Dpp4,57525787,0.0100000009911415
Dpp4,66559296,0.0100000009911415
Dpp4,66559297,0.0100000009911415
Dpp4,66559298,0.0100000009911415
Dpp4,66559299,0.0100000009911415
Dpp4,66559300,0.0100000009911415
Dpp4,66559301,0.0100000009911415
Dpp4,66559376,0.0100000009911415
Dpp4,66559377,0.0100000009911415
Dpp4,66559378,0.0100000009911415
Dpp4,70697122,0.0100000009911415
Dpp4,68419268,0.0100000009911415
Dpp4,67507176,0.0100000009911415
Dpp4,67507142,0.0100000009911415
Dpp4,68417107,0.0100000009911415
Dpp4,11949652,0.0100000009911415
Dpp4,67507913,0.0100000009911415
